country_code,country_name,region,income_level,indicator_code,indicator_name,value,year
PLW,Palau,East Asia & Pacific,High income,SP.POP.TOTL,"Population, total",17695.0,2024
PAN,Panama,Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",4515577.0,2024
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",10576502.0,2024
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,SP.POP.TOTL,"Population, total",6929153.0,2024
PER,Peru,Latin America & Caribbean ,Upper middle income,SP.POP.TOTL,"Population, total",34217848.0,2024
PHL,Philippines,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",115843670.0,2024
POL,Poland,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",36559233.0,2024
PRT,Portugal,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",10694681.0,2024
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",3203295.0,2024
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.TOTL,"Population, total",2857822.0,2024
ROU,Romania,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",19051804.0,2024
RUS,Russian Federation,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",143533851.0,2024
RWA,Rwanda,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",14256567.0,2024
WSM,Samoa,East Asia & Pacific,Upper middle income,SP.POP.TOTL,"Population, total",218019.0,2024
SMR,San Marino,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",33977.0,2024
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SP.POP.TOTL,"Population, total",235536.0,2024
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.TOTL,"Population, total",35300280.0,2024
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SP.POP.TOTL,"Population, total",18501984.0,2024
SRB,Serbia,Europe & Central Asia,Upper middle income,SP.POP.TOTL,"Population, total",6586476.0,2024
SYC,Seychelles,Sub-Saharan Africa ,High income,SP.POP.TOTL,"Population, total",121354.0,2024
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",8642022.0,2024
SGP,Singapore,East Asia & Pacific,High income,SP.POP.TOTL,"Population, total",6036860.0,2024
SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",43350.0,2024
SVK,Slovak Republic,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",5422069.0,2024
SVN,Slovenia,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",2127400.0,2024
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",819198.0,2024
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",19009151.0,2024
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SP.POP.TOTL,"Population, total",64007187.0,2024
SSD,South Sudan,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",11943408.0,2024
ESP,Spain,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",48848840.0,2024
LKA,Sri Lanka,South Asia,Lower middle income,SP.POP.TOTL,"Population, total",21916000.0,2024
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",46843.0,2024
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SP.POP.TOTL,"Population, total",179744.0,2024
MAF,St. Martin (French part),Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",26129.0,2024
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,SP.POP.TOTL,"Population, total",100616.0,2024
SDN,Sudan,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",50448963.0,2024
SUR,Suriname,Latin America & Caribbean ,Upper middle income,SP.POP.TOTL,"Population, total",634431.0,2024
SWE,Sweden,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",10569709.0,2024
CHE,Switzerland,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",9005582.0,2024
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SP.POP.TOTL,"Population, total",24672760.0,2024
TJK,Tajikistan,Europe & Central Asia,Lower middle income,SP.POP.TOTL,"Population, total",10590927.0,2024
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,SP.POP.TOTL,"Population, total",68560157.0,2024
THA,Thailand,East Asia & Pacific,Upper middle income,SP.POP.TOTL,"Population, total",71668011.0,2024
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",1400638.0,2024
TGO,Togo,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",9515236.0,2024
TON,Tonga,East Asia & Pacific,Upper middle income,SP.POP.TOTL,"Population, total",104175.0,2024
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",1368333.0,2024
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.TOTL,"Population, total",12277109.0,2024
TUR,Turkiye,Europe & Central Asia,Upper middle income,SP.POP.TOTL,"Population, total",85518661.0,2024
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,SP.POP.TOTL,"Population, total",7494498.0,2024
TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",46535.0,2024
TUV,Tuvalu,East Asia & Pacific,Upper middle income,SP.POP.TOTL,"Population, total",9646.0,2024
UGA,Uganda,Sub-Saharan Africa ,Low income,SP.POP.TOTL,"Population, total",50015092.0,2024
UKR,Ukraine,Europe & Central Asia,Upper middle income,SP.POP.TOTL,"Population, total",37860221.0,2024
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.TOTL,"Population, total",10986400.0,2024
GBR,United Kingdom,Europe & Central Asia,High income,SP.POP.TOTL,"Population, total",69226000.0,2024
USA,United States,North America,High income,SP.POP.TOTL,"Population, total",340110988.0,2024
URY,Uruguay,Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",3386588.0,2024
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,SP.POP.TOTL,"Population, total",36361859.0,2024
VUT,Vanuatu,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",327777.0,2024
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,SP.POP.TOTL,"Population, total",28405543.0,2024
VNM,Viet Nam,East Asia & Pacific,Lower middle income,SP.POP.TOTL,"Population, total",100987686.0,2024
VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,SP.POP.TOTL,"Population, total",104377.0,2024
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,SP.POP.TOTL,"Population, total",40583164.0,2024
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,SP.POP.TOTL,"Population, total",21314956.0,2024
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,SP.POP.TOTL,"Population, total",16634373.0,2024
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SP.POP.GROW,Population growth (annual %),2.83657317243522,2024
ALB,Albania,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-1.54314393524594,2024
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SP.POP.GROW,Population growth (annual %),1.39838651912702,2024
ASM,American Samoa,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),-1.60366587175019,2024
AND,Andorra,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.32930689449906,2024
AGO,Angola,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),3.04419972245653,2024
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.487472101887911,2024
ARG,Argentina,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.345829819817895,2024
ARM,Armenia,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),2.30761515133256,2024
ABW,Aruba,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.590657103226071,2024
AUS,Australia,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),1.99383715356028,2024
AUT,Austria,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.504879813795986,2024
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),0.480155257252915,2024
BHS,"Bahamas, The",Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.460334786075668,2024
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),0.733546811160036,2024
BGD,Bangladesh,South Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),1.21462115417186,2024
BRB,Barbados,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.0463878564204179,2024
BLR,Belarus,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.49881794290787,2024
BEL,Belgium,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.66555918543206,2024
BLZ,Belize,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.44077799785791,2024
BEN,Benin,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.46175361912328,2024
BMU,Bermuda,North America,High income,SP.POP.GROW,Population growth (annual %),-0.0958758017988935,2024
BTN,Bhutan,South Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),0.651370664586926,2024
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.37206798819615,2024
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.655819991673837,2024
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.63538411022867,2024
BRA,Brazil,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.405467027627251,2024
VGB,British Virgin Islands,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),1.23892682902476,2024
BRN,Brunei Darussalam,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.81851878860359,2024
BGR,Bulgaria,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0803071609561488,2024
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.24597728439097,2024
BDI,Burundi,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.5839340108674,2024
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.486246288487151,2024
KHM,Cambodia,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),1.22593986324555,2024
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.61268294319567,2024
CAN,Canada,North America,High income,SP.POP.GROW,Population growth (annual %),2.96220294420494,2024
CYM,Cayman Islands,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),1.92419238887509,2024
CAF,Central African Republic,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),3.40139844069992,2024
TCD,Chad,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),4.94853027382671,2024
CHL,Chile,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.537425495656651,2024
CHN,China,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.123063407363995,2024
COL,Colombia,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.07447920962035,2024
COM,Comoros,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.89182789744612,2024
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),3.24257627586721,2024
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.39829082784283,2024
CRI,Costa Rica,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.476482848761595,2024
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.43618201263834,2024
HRV,Croatia,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.168627948783285,2024
CUB,Cuba,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.364986968189241,2024
CUW,Curacao,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.845408275786684,2024
CYP,Cyprus,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.984449687113221,2024
CZE,Czechia,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.376553049157494,2024
DNK,Denmark,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.503861198167737,2024
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),1.3592172957681,2024
DMA,Dominica,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.459632350460969,2024
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.846199988604412,2024
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.860548498593581,2024
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),1.73324205302065,2024
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.451762522948611,2024
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),2.40472649031131,2024
ERI,Eritrea,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),1.86168851424672,2024
EST,Estonia,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.149856351926424,2024
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),0.995913343966098,2024
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,SP.POP.GROW,Population growth (annual %),2.58350411214521,2024
FRO,Faroe Islands,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.489482621742025,2024
FJI,Fiji,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),0.500721796949901,2024
FIN,Finland,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.642640054363343,2024
FRA,France,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.261995241898747,2024
PYF,French Polynesia,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.244792945440769,2024
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),2.15636509762581,2024
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.27730257212036,2024
GEO,Georgia,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.429560042538271,2024
DEU,Germany,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.274957829184881,2024
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.87500010333119,2024
GRC,Greece,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0213045199396999,2024
GRL,Greenland,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0510109860579076,2024
GRD,Grenada,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.107559936614412,2024
GUM,Guam,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.760437189316384,2024
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.54129399660934,2024
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.39595802290484,2024
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.20520563612008,2024
GUY,Guyana,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.571243951310838,2024
HTI,Haiti,Latin America & Caribbean ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.15472671204546,2024
HND,Honduras,Latin America & Caribbean ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.68469129774697,2024
HUN,Hungary,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.314510077464087,2024
ISL,Iceland,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.218346070592545,2024
IND,India,South Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),0.890706546985984,2024
IDN,Indonesia,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),0.813871513351669,2024
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SP.POP.GROW,Population growth (annual %),1.05286922170537,2024
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SP.POP.GROW,Population growth (annual %),2.12476784890538,2024
IRL,Ireland,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.57375843711631,2024
IMN,Isle of Man,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.00594088816452728,2024
ITA,Italy,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0534387378437725,2024
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.0215180207209529,2024
JPN,Japan,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),-0.435651699326323,2024
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),0.988722042141178,2024
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),1.28276364646616,2024
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.95751431565234,2024
KIR,Kiribati,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),1.48889841912877,2024
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,SP.POP.GROW,Population growth (annual %),0.304699893187806,2024
KOR,"Korea, Rep.",East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.0743178674548815,2024
XKX,Kosovo,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-5.39126176551648,2024
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),0.899286654502241,2024
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),1.70540730430368,2024
LAO,Lao PDR,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),1.35832703035837,2024
LVA,Latvia,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.93796839712162,2024
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),0.560805065461567,2024
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.11644894351979,2024
LBR,Liberia,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.15725346515291,2024
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SP.POP.GROW,Population growth (annual %),1.02629935747641,2024
LIE,Liechtenstein,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.50446197178693,2024
LTU,Lithuania,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.579633464785161,2024
LUX,Luxembourg,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.57538901671221,2024
MDG,Madagascar,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.43524760129506,2024
MWI,Malawi,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.57641467045761,2024
MYS,Malaysia,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),1.22058891015438,2024
MDV,Maldives,South Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),0.342572358181693,2024
MLI,Mali,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.94115084753028,2024
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),2.87111128593908,2024
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),-3.34957664335036,2024
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.88395898961435,2024
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.2299528038748,2024
MEX,Mexico,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.860515443690537,2024
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),0.469463637376133,2024
MDA,Moldova,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-2.28306147072637,2024
MCO,Monaco,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.837774113919638,2024
MNG,Mongolia,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),1.24590299529718,2024
MNE,Montenegro,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.000641511915285095,2024
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),0.972827595296714,2024
MOZ,Mozambique,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.91994049442347,2024
MMR,Myanmar,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),0.674364862610485,2024
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.23715227334598,2024
NRU,Nauru,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.604485091438176,2024
NPL,Nepal,South Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),-0.146800968936231,2024
NLD,Netherlands,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.648823280021657,2024
NCL,New Caledonia,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),0.95072208560765,2024
NZL,New Zealand,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),1.66869187850147,2024
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,SP.POP.GROW,Population growth (annual %),1.34687135560209,2024
NER,Niger,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),3.28101480132484,2024
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.08297776184189,2024
MKD,North Macedonia,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.189311904958652,2024
MNP,Northern Mariana Islands,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),-1.93472893815204,2024
NOR,Norway,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.949855138372357,2024
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),4.49738628465102,2024
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.POP.GROW,Population growth (annual %),1.50959876314033,2024
PLW,Palau,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),-0.180678723422048,2024
PAN,Panama,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),1.26624987466078,2024
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),1.78260733820852,2024
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.23438951533718,2024
PER,Peru,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.0937871324756,2024
PHL,Philippines,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),0.825602488528657,2024
POL,Poland,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.349832361234927,2024
PRT,Portugal,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.09536933248007,2024
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),-0.0155140706220036,2024
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),7.32265165181291,2024
ROU,Romania,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0485820204761977,2024
RUS,Russian Federation,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.203423663777625,2024
RWA,Rwanda,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.14176839550509,2024
WSM,Samoa,East Asia & Pacific,Upper middle income,SP.POP.GROW,Population growth (annual %),0.62390639530784,2024
SMR,San Marino,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.344944841346899,2024
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.0004655038868,2024
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.POP.GROW,Population growth (annual %),4.63120232685885,2024
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SP.POP.GROW,Population growth (annual %),2.32058603495657,2024
SRB,Serbia,Europe & Central Asia,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.555761423984425,2024
SYC,Seychelles,Sub-Saharan Africa ,High income,SP.POP.GROW,Population growth (annual %),1.31136094801067,2024
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),2.1226891332086,2024
SGP,Singapore,East Asia & Pacific,High income,SP.POP.GROW,Population growth (annual %),1.99449365639324,2024
SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),1.39608999302398,2024
SVK,Slovak Republic,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),-0.0861108401600769,2024
SVN,Slovenia,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),0.326705896075754,2024
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SP.POP.GROW,Population growth (annual %),2.37078352276169,2024
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),3.48215481810475,2024
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SP.POP.GROW,Population growth (annual %),1.24951426055192,2024
SSD,South Sudan,Sub-Saharan Africa ,Low income,SP.POP.GROW,Population growth (annual %),3.92792442239756,2024
ESP,Spain,Europe & Central Asia,High income,SP.POP.GROW,Population growth (annual %),1.02121260938381,2024
LKA,Sri Lanka,South Asia,Lower middle income,SP.POP.GROW,Population growth (annual %),-0.550589519145017,2024
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),0.181622041143753,2024
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),0.255689791113258,2024
MAF,St. Martin (French part),Latin America & Caribbean ,High income,SP.POP.GROW,Population growth (annual %),-5.16855018990472,2024
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,SP.POP.GROW,Population growth (annual %),-0.700214310937747,2024
